"CZ_NAME_STR","BEGIN_LOCATION","BEGIN_LAT","BEGIN_LON","EVENT_TYPE","DAMAGE_PROPERTY_NUM","FLOOD_CAUSE","BEGIN_DATE","BEGIN_TIME","END_DATE","END_TIME","StartDate","EndDate","Duration","Month","MonthYear","Year"
"RICHLAND PAR.","DUNN",32.4694,-91.5442,"Flash Flood",5000,"Heavy Rain",2020-01-14,"0830",2020-01-14,"0940",2020-01-14 08:30:00,2020-01-14 09:40:00,1.16666666666667,"01","01-2020","2020"
"CATAHOULA PAR.","TRINITY",31.63,-91.82,"Flash Flood",5000,"Heavy Rain",2020-01-14,"1545",2020-01-14,"1915",2020-01-14 15:45:00,2020-01-14 19:15:00,3.5,"01","01-2020","2020"
"CATAHOULA PAR.","WALLACE",31.6868,-91.8427,"Flash Flood",5000,"Heavy Rain",2020-01-14,"1640",2020-01-14,"1915",2020-01-14 16:40:00,2020-01-14 19:15:00,2.58333333333333,"01","01-2020","2020"
"DE SOTO PAR.","STONEWALL",32.3285,-93.7794,"Flash Flood",0,"Heavy Rain",2020-02-10,"1335",2020-02-10,"1545",2020-02-10 13:35:00,2020-02-10 15:45:00,2.16666666666667,"02","02-2020","2020"
"DE SOTO PAR.","STONEWALL",32.2534,-93.8449,"Flash Flood",0,"Heavy Rain",2020-02-10,"1337",2020-02-10,"1545",2020-02-10 13:37:00,2020-02-10 15:45:00,2.13333333333333,"02","02-2020","2020"
"WEBSTER PAR.","NINE FORKS",32.6089,-93.2225,"Flash Flood",0,"Heavy Rain",2020-02-10,"1347",2020-02-10,"1645",2020-02-10 13:47:00,2020-02-10 16:45:00,2.96666666666667,"02","02-2020","2020"
"UNION PAR.","MARION",32.8984,-92.2368,"Flash Flood",0,"Heavy Rain",2020-02-10,"1500",2020-02-10,"1715",2020-02-10 15:00:00,2020-02-10 17:15:00,2.25,"02","02-2020","2020"
"DE SOTO PAR.","STONEWALL",32.3292,-93.7919,"Flash Flood",0,"Heavy Rain",2020-02-10,"1505",2020-02-10,"1545",2020-02-10 15:05:00,2020-02-10 15:45:00,0.666666666666667,"02","02-2020","2020"
"EAST CARROLL PAR.","LAKE PROVIDENCE",32.79,-91.22,"Flash Flood",8000,"Heavy Rain",2020-02-10,"1600",2020-02-10,"1745",2020-02-10 16:00:00,2020-02-10 17:45:00,1.75,"02","02-2020","2020"
"WEBSTER PAR.","NINE FORKS",32.6079,-93.221,"Flash Flood",0,"Heavy Rain",2020-02-10,"2035",2020-02-10,"2345",2020-02-10 20:35:00,2020-02-10 23:45:00,3.16666666666667,"02","02-2020","2020"
"UNION PAR.","CANBEAL",32.8077,-92.3685,"Flash Flood",0,"Heavy Rain",2020-02-10,"2200",2020-02-10,"2345",2020-02-10 22:00:00,2020-02-10 23:45:00,1.75,"02","02-2020","2020"
"UNION PAR.","FARMERVILLE",32.7832,-92.3925,"Flash Flood",0,"Heavy Rain",2020-02-10,"2200",2020-02-10,"2345",2020-02-10 22:00:00,2020-02-10 23:45:00,1.75,"02","02-2020","2020"
"UNION PAR.","FARMERVILLE",32.779,-92.4019,"Flash Flood",0,"Heavy Rain",2020-02-10,"2200",2020-02-10,"2345",2020-02-10 22:00:00,2020-02-10 23:45:00,1.75,"02","02-2020","2020"
"RED RIVER PAR.","CROSS RDS",32.1855,-93.3612,"Flood",0,"Heavy Rain",2020-04-19,"1103",2020-04-19,"1400",2020-04-19 11:03:00,2020-04-19 14:00:00,2.95,"04","04-2020","2020"
"OUACHITA PAR.","KIROLI WOODS",32.5513,-92.1803,"Flash Flood",0,"Heavy Rain",2020-04-19,"1230",2020-04-19,"1700",2020-04-19 12:30:00,2020-04-19 17:00:00,4.5,"04","04-2020","2020"
"DE SOTO PAR.","LOGANSPORT",31.9774,-94.0077,"Flash Flood",0,"Heavy Rain",2020-04-22,"1617",2020-04-22,"1845",2020-04-22 16:17:00,2020-04-22 18:45:00,2.46666666666667,"04","04-2020","2020"
"DE SOTO PAR.","MANSFIELD",32.0348,-93.701,"Flash Flood",0,"Heavy Rain",2020-04-22,"1630",2020-04-22,"1845",2020-04-22 16:30:00,2020-04-22 18:45:00,2.25,"04","04-2020","2020"
"BOSSIER PAR.","VANCEVILLE",32.5954,-93.732,"Flash Flood",0,"Heavy Rain",2020-04-22,"1651",2020-04-22,"1945",2020-04-22 16:51:00,2020-04-22 19:45:00,2.9,"04","04-2020","2020"
"BOSSIER PAR.","VANCEVILLE",32.5904,-93.7227,"Flash Flood",0,"Heavy Rain",2020-04-22,"1659",2020-04-22,"1930",2020-04-22 16:59:00,2020-04-22 19:30:00,2.51666666666667,"04","04-2020","2020"
"CADDO PAR.","SHREVEPORT",32.476,-93.7227,"Flash Flood",0,"Heavy Rain",2020-04-22,"1707",2020-04-22,"1930",2020-04-22 17:07:00,2020-04-22 19:30:00,2.38333333333333,"04","04-2020","2020"
"BOSSIER PAR.","(BAD)BARKSDALE AFB",32.4993,-93.6909,"Flash Flood",0,"Heavy Rain",2020-04-22,"1721",2020-04-22,"1930",2020-04-22 17:21:00,2020-04-22 19:30:00,2.15,"04","04-2020","2020"
"DE SOTO PAR.","MANSFIELD",32.031,-93.6952,"Flash Flood",0,"Heavy Rain",2020-04-22,"1723",2020-04-22,"1845",2020-04-22 17:23:00,2020-04-22 18:45:00,1.36666666666667,"04","04-2020","2020"
"BOSSIER PAR.","ADNER",32.5699,-93.577,"Flash Flood",0,"Heavy Rain",2020-04-22,"1752",2020-04-22,"1930",2020-04-22 17:52:00,2020-04-22 19:30:00,1.63333333333333,"04","04-2020","2020"
"BIENVILLE PAR.","RINGGOLD",32.3324,-93.2809,"Flash Flood",0,"Heavy Rain",2020-04-22,"1800",2020-04-22,"1930",2020-04-22 18:00:00,2020-04-22 19:30:00,1.5,"04","04-2020","2020"
"BIENVILLE PAR.","RINGGOLD",32.3512,-93.281,"Flash Flood",0,"Heavy Rain",2020-04-22,"1805",2020-04-22,"1930",2020-04-22 18:05:00,2020-04-22 19:30:00,1.41666666666667,"04","04-2020","2020"
"WINN PAR.","WINNFIELD JOYCE ARPT",31.968,-92.6539,"Flash Flood",0,"Heavy Rain",2020-04-22,"1810",2020-04-22,"2030",2020-04-22 18:10:00,2020-04-22 20:30:00,2.33333333333333,"04","04-2020","2020"
"BOSSIER PAR.","BLENHEIM",32.4682,-93.6562,"Flash Flood",0,"Heavy Rain",2020-04-22,"1830",2020-04-22,"1930",2020-04-22 18:30:00,2020-04-22 19:30:00,1,"04","04-2020","2020"
"RED RIVER PAR.","MARTIN",32.04,-93.22,"Flash Flood",0,"Heavy Rain",2020-04-22,"2100",2020-04-22,"2315",2020-04-22 21:00:00,2020-04-22 23:15:00,2.25,"04","04-2020","2020"
"NATCHITOCHES PAR.","CAMPTI",31.8972,-93.1326,"Flash Flood",0,"Heavy Rain",2020-04-22,"2140",2020-04-22,"2315",2020-04-22 21:40:00,2020-04-22 23:15:00,1.58333333333333,"04","04-2020","2020"
"FRANKLIN PAR.","GILBERT",32.05,-91.65,"Flash Flood",3000,"Heavy Rain",2020-04-22,"2350",2020-04-23,"0300",2020-04-22 23:50:00,2020-04-23 03:00:00,3.16666666666667,"04","04-2020","2020"
"TENSAS PAR.","ST JOSEPH",31.92,-91.23,"Flash Flood",3000,"Heavy Rain",2020-04-23,"0024",2020-04-23,"0300",2020-04-23 00:24:00,2020-04-23 03:00:00,2.6,"04","04-2020","2020"
"TANGIPAHOA PAR.","LEES LNDG",30.45,-90.28,"Flash Flood",8000,"Heavy Rain",2020-05-14,"2236",2020-05-14,"2236",2020-05-14 22:36:00,2020-05-14 22:36:00,0,"05","05-2020","2020"
"ST. TAMMANY PAR.","LEES LNDG",30.4,-90.16,"Flash Flood",8000,"Heavy Rain",2020-05-14,"2245",2020-05-14,"2245",2020-05-14 22:45:00,2020-05-14 22:45:00,0,"05","05-2020","2020"
"ST. TAMMANY PAR.","GOODBEE",30.44,-90.27,"Flash Flood",8000,"Heavy Rain",2020-05-14,"2315",2020-05-14,"2315",2020-05-14 23:15:00,2020-05-14 23:15:00,0,"05","05-2020","2020"
"ST. CHARLES PAR.","NEW SARPY",29.96,-90.37,"Flash Flood",50000,"Heavy Rain",2020-05-14,"2345",2020-05-14,"2345",2020-05-14 23:45:00,2020-05-14 23:45:00,0,"05","05-2020","2020"
"NATCHITOCHES PAR.","MARTHAVILLE",31.7536,-93.3918,"Flash Flood",0,"Heavy Rain",2020-05-20,"1533",2020-05-20,"1900",2020-05-20 15:33:00,2020-05-20 19:00:00,3.45,"05","05-2020","2020"
"SABINE PAR.","FT JESSUP",31.6595,-93.3854,"Flash Flood",0,"Heavy Rain",2020-05-20,"1540",2020-05-20,"1900",2020-05-20 15:40:00,2020-05-20 19:00:00,3.33333333333333,"05","05-2020","2020"
"SABINE PAR.","MANY",31.5884,-93.461,"Flash Flood",0,"Heavy Rain",2020-05-20,"1541",2020-05-20,"1900",2020-05-20 15:41:00,2020-05-20 19:00:00,3.31666666666667,"05","05-2020","2020"
"SABINE PAR.","BOLEYN",31.6469,-93.4813,"Flash Flood",0,"Heavy Rain",2020-05-20,"1750",2020-05-20,"1900",2020-05-20 17:50:00,2020-05-20 19:00:00,1.16666666666667,"05","05-2020","2020"
"SABINE PAR.","BELMONT",31.6552,-93.5085,"Flash Flood",0,"Heavy Rain",2020-05-20,"1800",2020-05-20,"1900",2020-05-20 18:00:00,2020-05-20 19:00:00,1,"05","05-2020","2020"
"ORLEANS PAR.","GENTILLY",30.0076,-90.0529,"Flash Flood",0,"Heavy Rain",2020-06-10,"0754",2020-06-10,"0854",2020-06-10 07:54:00,2020-06-10 08:54:00,1,"06","06-2020","2020"
"TERREBONNE PAR.","HOUMA",29.59,-90.7,"Flash Flood",100000,"Heavy Rain",2020-06-24,"1600",2020-06-24,"1601",2020-06-24 16:00:00,2020-06-24 16:01:00,0.0166666666666667,"06","06-2020","2020"
"ST. BERNARD PAR.","ARABI",29.9409,-89.9929,"Flood",0,"Heavy Rain",2020-07-01,"1630",2020-07-01,"1630",2020-07-01 16:30:00,2020-07-01 16:30:00,0,"07","07-2020","2020"
"ST. CHARLES PAR.","DES ALLEMANDS",29.83,-90.47,"Flash Flood",0,"Heavy Rain",2020-07-02,"1245",2020-07-02,"1245",2020-07-02 12:45:00,2020-07-02 12:45:00,0,"07","07-2020","2020"
"ST. CHARLES PAR.","DES ALLEMANDS",29.83,-90.47,"Flash Flood",0,"Heavy Rain",2020-07-03,"1430",2020-07-03,"1430",2020-07-03 14:30:00,2020-07-03 14:30:00,0,"07","07-2020","2020"
"JEFFERSON PAR.","GOULDSBORO",29.9206,-90.0603,"Flood",0,"Heavy Rain",2020-07-05,"1311",2020-07-05,"1311",2020-07-05 13:11:00,2020-07-05 13:11:00,0,"07","07-2020","2020"
"ST. CHARLES PAR.","DESTREHAN",29.97,-90.38,"Flash Flood",0,"Heavy Rain",2020-07-05,"1435",2020-07-05,"1435",2020-07-05 14:35:00,2020-07-05 14:35:00,0,"07","07-2020","2020"
"ST. TAMMANY PAR.","NORTH SLIDELL",30.2936,-89.773,"Flash Flood",0,"Heavy Rain",2020-07-05,"1537",2020-07-05,"1537",2020-07-05 15:37:00,2020-07-05 15:37:00,0,"07","07-2020","2020"
"ASCENSION PAR.","BRITTANY",30.2179,-90.8684,"Flash Flood",0,"Heavy Rain",2020-07-06,"1030",2020-07-06,"1030",2020-07-06 10:30:00,2020-07-06 10:30:00,0,"07","07-2020","2020"
"MOREHOUSE PAR.","BASTROP",32.781,-91.909,"Flash Flood",2000,"Heavy Rain",2020-07-08,"0730",2020-07-08,"0945",2020-07-08 07:30:00,2020-07-08 09:45:00,2.25,"07","07-2020","2020"
"ORLEANS PAR.","MC DOLOGHVILLE",29.93,-90.04,"Flood",0,"Heavy Rain",2020-07-15,"1848",2020-07-15,"1848",2020-07-15 18:48:00,2020-07-15 18:48:00,0,"07","07-2020","2020"
"JEFFERSON PAR.","METAIRIE",29.9898,-90.1412,"Flood",0,"Heavy Rain",2020-07-15,"2030",2020-07-15,"2030",2020-07-15 20:30:00,2020-07-15 20:30:00,0,"07","07-2020","2020"
"ST. CHARLES PAR.","DESTREHAN",29.97,-90.38,"Flash Flood",7000,"Heavy Rain",2020-07-28,"1422",2020-07-28,"1422",2020-07-28 14:22:00,2020-07-28 14:22:00,0,"07","07-2020","2020"
"JEFFERSON PAR.","METAIRIE",30.0162,-90.1657,"Flash Flood",5000,"Heavy Rain",2020-07-28,"1630",2020-07-28,"1630",2020-07-28 16:30:00,2020-07-28 16:30:00,0,"07","07-2020","2020"
"JEFFERSON PAR.","METAIRIE",29.9764,-90.1368,"Flood",0,"Heavy Rain",2020-07-28,"1645",2020-07-28,"1645",2020-07-28 16:45:00,2020-07-28 16:45:00,0,"07","07-2020","2020"
"JEFFERSON PAR.","METAIRIE",29.9801,-90.1486,"Flash Flood",0,"Heavy Rain",2020-07-28,"1645",2020-07-28,"1645",2020-07-28 16:45:00,2020-07-28 16:45:00,0,"07","07-2020","2020"
"ST. TAMMANY PAR.","SLIDELL",30.28,-89.78,"Flash Flood",30000,"Heavy Rain",2020-08-20,"1330",2020-08-20,"1331",2020-08-20 13:30:00,2020-08-20 13:31:00,0.0166666666666667,"08","08-2020","2020"
"NATCHITOCHES PAR.","KING HILL",31.8518,-93.3445,"Flash Flood",0,"Heavy Rain",2020-08-27,"0641",2020-08-27,"1115",2020-08-27 06:41:00,2020-08-27 11:15:00,4.56666666666667,"08","08-2020","2020"
"CADDO PAR.","GREENWOOD",32.4446,-93.9584,"Flash Flood",0,"Heavy Rain",2020-08-27,"1000",2020-08-27,"1115",2020-08-27 10:00:00,2020-08-27 11:15:00,1.25,"08","08-2020","2020"
"JEFFERSON PAR.","BRIDGEDALE",29.9527,-90.2017,"Flash Flood",100000,"Heavy Rain / Tropical System",2020-08-28,"1739",2020-08-28,"1839",2020-08-28 17:39:00,2020-08-28 18:39:00,1,"08","08-2020","2020"
"JEFFERSON PAR.","BRIDGEDALE",29.9632,-90.2058,"Flash Flood",20000,"Heavy Rain / Tropical System",2020-08-28,"1752",2020-08-28,"1752",2020-08-28 17:52:00,2020-08-28 17:52:00,0,"08","08-2020","2020"
"JEFFERSON PAR.","WAGGAMAN",29.9183,-90.2067,"Flash Flood",0,"Heavy Rain / Tropical System",2020-08-28,"1800",2020-08-28,"1900",2020-08-28 18:00:00,2020-08-28 19:00:00,1,"08","08-2020","2020"
"OUACHITA PAR.","STERLINGTON",32.6878,-92.0883,"Flash Flood",0,"Heavy Rain",2020-09-23,"1233",2020-09-23,"1345",2020-09-23 12:33:00,2020-09-23 13:45:00,1.2,"09","09-2020","2020"
"RAPIDES PAR.","MC NARY",30.9931,-92.5756,"Flash Flood",0,"Heavy Rain",2020-09-23,"1324",2020-09-23,"1524",2020-09-23 13:24:00,2020-09-23 15:24:00,2,"09","09-2020","2020"
"EAST BATON ROUGE PAR.","NORTH BATON ROUGE",30.5009,-91.1662,"Flash Flood",0,"Heavy Rain / Tropical System",2020-10-08,"2328",2020-10-09,"0000",2020-10-08 23:28:00,2020-10-09 00:00:00,0.533333333333333,"10","10-2020","2020"
"EAST BATON ROUGE PAR.","COMITE",30.5114,-91.0347,"Flash Flood",0,"Heavy Rain / Tropical System",2020-10-08,"2328",2020-10-09,"0028",2020-10-08 23:28:00,2020-10-09 00:28:00,1,"10","10-2020","2020"
"EAST BATON ROUGE PAR.","UNIVERSITY",30.4285,-91.154,"Flash Flood",0,"Heavy Rain / Tropical System",2020-10-09,"0016",2020-10-09,"0116",2020-10-09 00:16:00,2020-10-09 01:16:00,1,"10","10-2020","2020"
"EAST BATON ROUGE PAR.","MARYLAND",30.5442,-91.1976,"Flash Flood",0,"Heavy Rain / Tropical System",2020-10-09,"0025",2020-10-09,"0125",2020-10-09 00:25:00,2020-10-09 01:25:00,1,"10","10-2020","2020"
"EAST BATON ROUGE PAR.","MILLERVILLE",30.4509,-91.0278,"Flash Flood",0,"Heavy Rain / Tropical System",2020-10-09,"0029",2020-10-09,"0129",2020-10-09 00:29:00,2020-10-09 01:29:00,1,"10","10-2020","2020"
"LA SALLE PAR.","SUMMERVILLE",31.7597,-92.1503,"Flash Flood",0,"Heavy Rain",2020-10-09,"1849",2020-10-10,"0800",2020-10-09 18:49:00,2020-10-10 08:00:00,13.1833333333333,"10","10-2020","2020"
"EAST BATON ROUGE PAR.","COMITE",30.5051,-91.0446,"Flash Flood",0,"Heavy Rain / Tropical System",2020-10-09,"1927",2020-10-09,"2027",2020-10-09 19:27:00,2020-10-09 20:27:00,1,"10","10-2020","2020"
"LA SALLE PAR.","SUMMERVILLE",31.7532,-92.1814,"Flash Flood",0,"Heavy Rain",2020-10-09,"2038",2020-10-10,"0800",2020-10-09 20:38:00,2020-10-10 08:00:00,11.3666666666667,"10","10-2020","2020"
"LA SALLE PAR.","JENA",31.6789,-92.0993,"Flash Flood",0,"Heavy Rain",2020-10-09,"2110",2020-10-10,"0800",2020-10-09 21:10:00,2020-10-10 08:00:00,10.8333333333333,"10","10-2020","2020"
"CATAHOULA PAR.","HARRISONBURG",31.77,-91.84,"Flash Flood",500000,"Heavy Rain",2020-10-09,"2115",2020-10-10,"0145",2020-10-09 21:15:00,2020-10-10 01:45:00,4.5,"10","10-2020","2020"
"NATCHITOCHES PAR.","SHAMROCK MILL",31.6945,-93.316,"Flash Flood",0,"Heavy Rain",2020-10-10,"0037",2020-10-10,"0800",2020-10-10 00:37:00,2020-10-10 08:00:00,7.38333333333333,"10","10-2020","2020"
"NATCHITOCHES PAR.","NATCHITOCHES MUNI",31.7109,-93.0681,"Flash Flood",0,"Heavy Rain",2020-10-10,"0052",2020-10-10,"0800",2020-10-10 00:52:00,2020-10-10 08:00:00,7.13333333333333,"10","10-2020","2020"
"GRANT PAR.","FISHVILLE",31.5199,-92.3828,"Flash Flood",0,"Heavy Rain",2020-10-10,"0126",2020-10-10,"0800",2020-10-10 01:26:00,2020-10-10 08:00:00,6.56666666666667,"10","10-2020","2020"
"CALDWELL PAR.","PULPWOOD",32.0615,-92.0969,"Flash Flood",0,"Heavy Rain",2020-10-10,"0136",2020-10-10,"0745",2020-10-10 01:36:00,2020-10-10 07:45:00,6.15,"10","10-2020","2020"
"OUACHITA PAR.","STEVEN",32.4961,-92.183,"Flash Flood",0,"Heavy Rain",2020-10-10,"0220",2020-10-10,"0745",2020-10-10 02:20:00,2020-10-10 07:45:00,5.41666666666667,"10","10-2020","2020"
"CALDWELL PAR.","KELLY",31.9702,-92.1693,"Flash Flood",0,"Heavy Rain",2020-10-10,"0231",2020-10-10,"0745",2020-10-10 02:31:00,2020-10-10 07:45:00,5.23333333333333,"10","10-2020","2020"
"LA SALLE PAR.","JENA",31.6963,-92.1371,"Flash Flood",0,"Heavy Rain",2020-10-10,"0345",2020-10-10,"0800",2020-10-10 03:45:00,2020-10-10 08:00:00,4.25,"10","10-2020","2020"
"WINN PAR.","CALVIN",31.9503,-92.7547,"Flash Flood",0,"Heavy Rain",2020-10-10,"0357",2020-10-10,"0800",2020-10-10 03:57:00,2020-10-10 08:00:00,4.05,"10","10-2020","2020"
"GRANT PAR.","POLLOCK",31.5283,-92.4111,"Flash Flood",0,"Heavy Rain",2020-10-10,"0401",2020-10-10,"0800",2020-10-10 04:01:00,2020-10-10 08:00:00,3.98333333333333,"10","10-2020","2020"
"WINN PAR.","WINNFIELD",31.8882,-92.7053,"Flash Flood",0,"Heavy Rain",2020-10-10,"0409",2020-10-10,"0800",2020-10-10 04:09:00,2020-10-10 08:00:00,3.85,"10","10-2020","2020"
"CALDWELL PAR.","BURLINGTON",31.9659,-92.2835,"Flash Flood",0,"Heavy Rain",2020-10-10,"0412",2020-10-10,"0745",2020-10-10 04:12:00,2020-10-10 07:45:00,3.55,"10","10-2020","2020"
"UNION PAR.","FARMERVILLE ARPT",32.7437,-92.2547,"Flash Flood",0,"Heavy Rain",2020-10-10,"0630",2020-10-10,"0745",2020-10-10 06:30:00,2020-10-10 07:45:00,1.25,"10","10-2020","2020"
"IBERIA PAR.","INDEPENDENT",30.0214,-91.8329,"Flash Flood",1000000,"Heavy Rain",2020-10-23,"1800",2020-10-23,"1900",2020-10-23 18:00:00,2020-10-23 19:00:00,1,"10","10-2020","2020"
"EAST FELICIANA PAR.","CLINTON",30.867,-91.0096,"Flash Flood",0,"Heavy Rain",2021-02-11,"0800",2021-02-11,"1000",2021-02-11 08:00:00,2021-02-11 10:00:00,2,"02","02-2021","2021"
"CONCORDIA PAR.","VIDALIA",31.5519,-91.4408,"Flash Flood",10000,"Heavy Rain",2021-02-17,"1445",2021-02-17,"1645",2021-02-17 14:45:00,2021-02-17 16:45:00,2,"02","02-2021","2021"
"CALCASIEU PAR.","LAKE CHARLES",30.2327,-93.2044,"Flash Flood",10000,"Heavy Rain",2021-03-23,"0700",2021-03-23,"0800",2021-03-23 07:00:00,2021-03-23 08:00:00,1,"03","03-2021","2021"
"ORLEANS PAR.","VIEUX CARRE",29.9841,-90.0781,"Flash Flood",0,"Heavy Rain",2021-03-23,"1300",2021-03-23,"1300",2021-03-23 13:00:00,2021-03-23 13:00:00,0,"03","03-2021","2021"
"TERREBONNE PAR.","HOUMA",29.58,-90.71,"Flash Flood",0,"Heavy Rain",2021-03-23,"1931",2021-03-23,"1931",2021-03-23 19:31:00,2021-03-23 19:31:00,0,"03","03-2021","2021"
"JEFFERSON PAR.","(MSY)MOISANT FLD NEW",30.0343,-90.2557,"Flash Flood",0,"Heavy Rain",2021-04-08,"0312",2021-04-08,"0312",2021-04-08 03:12:00,2021-04-08 03:12:00,0,"04","04-2021","2021"
"JEFFERSON PAR.","KENNER",29.9718,-90.2304,"Flash Flood",0,"Heavy Rain",2021-04-08,"0332",2021-04-08,"0332",2021-04-08 03:32:00,2021-04-08 03:32:00,0,"04","04-2021","2021"
"ST. CHARLES PAR.","BOUTTE",29.9041,-90.3954,"Flash Flood",0,"Heavy Rain",2021-04-13,"1310",2021-04-13,"1310",2021-04-13 13:10:00,2021-04-13 13:10:00,0,"04","04-2021","2021"
"ST. CHARLES PAR.","DESTREHAN",29.97,-90.38,"Flash Flood",0,"Heavy Rain",2021-04-13,"1310",2021-04-13,"1310",2021-04-13 13:10:00,2021-04-13 13:10:00,0,"04","04-2021","2021"
"ST. CHARLES PAR.","LULING",29.93,-90.37,"Flash Flood",0,"Heavy Rain",2021-04-13,"1315",2021-04-13,"1315",2021-04-13 13:15:00,2021-04-13 13:15:00,0,"04","04-2021","2021"
"IBERIA PAR.","INDEPENDENT",30.03,-91.86,"Flash Flood",0,"Heavy Rain",2021-04-13,"1414",2021-04-13,"1514",2021-04-13 14:14:00,2021-04-13 15:14:00,1,"04","04-2021","2021"
"ST. TAMMANY PAR.","MANDEVILLE",30.3633,-90.0707,"Flash Flood",50000,"Heavy Rain",2021-04-15,"0559",2021-04-15,"0559",2021-04-15 05:59:00,2021-04-15 05:59:00,0,"04","04-2021","2021"
"ST. TAMMANY PAR.","CHINCHUBA",30.3844,-90.0496,"Flash Flood",0,"Heavy Rain",2021-05-05,"0730",2021-05-05,"0730",2021-05-05 07:30:00,2021-05-05 07:30:00,0,"05","05-2021","2021"
"ORLEANS PAR.","VIEUX CARRE",29.9964,-90.1157,"Flash Flood",0,"Heavy Rain",2021-05-05,"0730",2021-05-05,"0730",2021-05-05 07:30:00,2021-05-05 07:30:00,0,"05","05-2021","2021"
"SABINE PAR.","ZWOLLE AMMONS ARPT",31.4785,-93.6792,"Flash Flood",0,"Heavy Rain",2021-05-09,"2100",2021-05-10,"0400",2021-05-09 21:00:00,2021-05-10 04:00:00,7,"05","05-2021","2021"
"ORLEANS PAR.","NEW ORLEANS",29.9812,-90.1221,"Flash Flood",0,"Heavy Rain",2021-05-10,"0220",2021-05-10,"0220",2021-05-10 02:20:00,2021-05-10 02:20:00,0,"05","05-2021","2021"
"JEFFERSON PAR.","METAIRIE",30.0218,-90.1225,"Flash Flood",0,"Heavy Rain",2021-05-10,"0254",2021-05-10,"0254",2021-05-10 02:54:00,2021-05-10 02:54:00,0,"05","05-2021","2021"
"LAFAYETTE PAR.","BILLEAUD",30.1153,-91.9428,"Flash Flood",0,"Heavy Rain",2021-05-11,"2330",2021-05-11,"2330",2021-05-11 23:30:00,2021-05-11 23:30:00,0,"05","05-2021","2021"
"CALCASIEU PAR.","DE QUINCY",30.45,-93.44,"Flash Flood",0,"Heavy Rain",2021-05-17,"0905",2021-05-17,"1005",2021-05-17 09:05:00,2021-05-17 10:05:00,1,"05","05-2021","2021"
"CALCASIEU PAR.","LAKE CHARLES LAKE",30.2248,-93.2212,"Flash Flood",500000000,"Heavy Rain",2021-05-17,"0945",2021-05-17,"1445",2021-05-17 09:45:00,2021-05-17 14:45:00,5,"05","05-2021","2021"
"VERMILION PAR.","MAURICE",30.1233,-92.1345,"Flash Flood",30000,"Heavy Rain",2021-05-17,"1800",2021-05-17,"2100",2021-05-17 18:00:00,2021-05-17 21:00:00,3,"05","05-2021","2021"
"LAFAYETTE PAR.","MILTON",30.1029,-92.1278,"Flash Flood",300000,"Heavy Rain",2021-05-17,"1800",2021-05-17,"2100",2021-05-17 18:00:00,2021-05-17 21:00:00,3,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","INNISWOLD",30.4103,-91.0661,"Flash Flood",3000,"Heavy Rain",2021-05-17,"1922",2021-05-17,"2022",2021-05-17 19:22:00,2021-05-17 20:22:00,1,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","ESSEN",30.3778,-91.0965,"Flash Flood",1000,"Heavy Rain",2021-05-17,"1948",2021-05-17,"2048",2021-05-17 19:48:00,2021-05-17 20:48:00,1,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","WESTMINSTER",30.419,-91.0831,"Flash Flood",0,"Heavy Rain",2021-05-17,"2000",2021-05-17,"2100",2021-05-17 20:00:00,2021-05-17 21:00:00,1,"05","05-2021","2021"
"ASCENSION PAR.","GEISMAR",30.1954,-91.018,"Flash Flood",0,"Heavy Rain",2021-05-17,"2004",2021-05-17,"2104",2021-05-17 20:04:00,2021-05-17 21:04:00,1,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","FOREMAN",30.3646,-91.055,"Flash Flood",3000,"Heavy Rain",2021-05-17,"2007",2021-05-17,"2107",2021-05-17 20:07:00,2021-05-17 21:07:00,1,"05","05-2021","2021"
"ASCENSION PAR.","DUTCH TOWN",30.2728,-90.9977,"Flash Flood",0,"Heavy Rain",2021-05-17,"2009",2021-05-17,"2109",2021-05-17 20:09:00,2021-05-17 21:09:00,1,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","WOODLAWN",30.3956,-91.027,"Flash Flood",0,"Heavy Rain",2021-05-17,"2010",2021-05-17,"2110",2021-05-17 20:10:00,2021-05-17 21:10:00,1,"05","05-2021","2021"
"WEST BATON ROUGE PAR.","KABUS",30.4631,-91.2581,"Flash Flood",0,"Heavy Rain",2021-05-17,"2045",2021-05-17,"2145",2021-05-17 20:45:00,2021-05-17 21:45:00,1,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","ESSEN",30.4149,-91.099,"Flash Flood",0,"Heavy Rain",2021-05-17,"2049",2021-05-17,"2149",2021-05-17 20:49:00,2021-05-17 21:49:00,1,"05","05-2021","2021"
"IBERVILLE PAR.","ST GABRIEL",30.2581,-91.0916,"Flash Flood",0,"Heavy Rain",2021-05-17,"2052",2021-05-17,"2152",2021-05-17 20:52:00,2021-05-17 21:52:00,1,"05","05-2021","2021"
"EAST BATON ROUGE PAR.","MILLERVILLE",30.4408,-91.0116,"Flash Flood",0,"Heavy Rain",2021-05-17,"2054",2021-05-17,"2154",2021-05-17 20:54:00,2021-05-17 21:54:00,1,"05","05-2021","2021"
